시도명,구시군명,읍면동명,투표구명,후보자,득표수
서울특별시,종로구,거소·선상투표,,선거인수,148
서울특별시,종로구,거소·선상투표,,투표수,140
서울특별시,종로구,거소·선상투표,,더불어민주당 이재명,64
서울특별시,종로구,거소·선상투표,,국민의힘 김문수,44
서울특별시,종로구,거소·선상투표,,개혁신당 이준석,27
서울특별시,종로구,거소·선상투표,,민주노동당 권영국,1
서울특별시,종로구,거소·선상투표,,무소속 송진호,0
서울특별시,종로구,거소·선상투표,,무효 투표수,4
서울특별시,종로구,거소·선상투표,,기권자수,8
서울특별시,종로구,관외사전투표,,선거인수,13110
서울특별시,종로구,관외사전투표,,투표수,13108
서울특별시,종로구,관외사전투표,,더불어민주당 이재명,7527
서울특별시,종로구,관외사전투표,,국민의힘 김문수,3378
서울특별시,종로구,관외사전투표,,개혁신당 이준석,1810
서울특별시,종로구,관외사전투표,,민주노동당 권영국,260
서울특별시,종로구,관외사전투표,,무소속 송진호,12
서울특별시,종로구,관외사전투표,,무효 투표수,121
서울특별시,종로구,관외사전투표,,기권자수,2
서울특별시,종로구,재외투표,,선거인수,2073
서울특별시,종로구,재외투표,,투표수,1592
서울특별시,종로구,재외투표,,더불어민주당 이재명,1033
서울특별시,종로구,재외투표,,국민의힘 김문수,363
서울특별시,종로구,재외투표,,개혁신당 이준석,148
서울특별시,종로구,재외투표,,민주노동당 권영국,37
서울특별시,종로구,재외투표,,무소속 송진호,1
서울특별시,종로구,재외투표,,무효 투표수,10
서울특별시,종로구,재외투표,,기권자수,481
서울특별시,종로구,청운효자동,관내사전투표,선거인수,3190
서울특별시,종로구,청운효자동,관내사전투표,투표수,3190
서울특별시,종로구,청운효자동,관내사전투표,더불어민주당 이재명,2175
서울특별시,종로구,청운효자동,관내사전투표,국민의힘 김문수,689
서울특별시,종로구,청운효자동,관내사전투표,개혁신당 이준석,211
서울특별시,종로구,청운효자동,관내사전투표,민주노동당 권영국,92
서울특별시,종로구,청운효자동,관내사전투표,무소속 송진호,4
서울특별시,종로구,청운효자동,관내사전투표,무효 투표수,19
서울특별시,종로구,청운효자동,관내사전투표,기권자수,0
서울특별시,종로구,청운효자동,청운효자동제1투,선거인수,2074
서울특별시,종로구,청운효자동,청운효자동제1투,투표수,1410
서울특별시,종로구,청운효자동,청운효자동제1투,더불어민주당 이재명,454
서울특별시,종로구,청운효자동,청운효자동제1투,국민의힘 김문수,789
서울특별시,종로구,청운효자동,청운효자동제1투,개혁신당 이준석,117
서울특별시,종로구,청운효자동,청운효자동제1투,민주노동당 권영국,37
서울특별시,종로구,청운효자동,청운효자동제1투,무소속 송진호,1
서울특별시,종로구,청운효자동,청운효자동제1투,무효 투표수,12
서울특별시,종로구,청운효자동,청운효자동제1투,기권자수,664
서울특별시,종로구,청운효자동,청운효자동제2투,선거인수,1731
서울특별시,종로구,청운효자동,청운효자동제2투,투표수,1122
서울특별시,종로구,청운효자동,청운효자동제2투,더불어민주당 이재명,369
서울특별시,종로구,청운효자동,청운효자동제2투,국민의힘 김문수,638
서울특별시,종로구,청운효자동,청운효자동제2투,개혁신당 이준석,79
서울특별시,종로구,청운효자동,청운효자동제2투,민주노동당 권영국,28
서울특별시,종로구,청운효자동,청운효자동제2투,무소속 송진호,0
서울특별시,종로구,청운효자동,청운효자동제2투,무효 투표수,8
서울특별시,종로구,청운효자동,청운효자동제2투,기권자수,609
서울특별시,종로구,청운효자동,청운효자동제3투,선거인수,1852
서울특별시,종로구,청운효자동,청운효자동제3투,투표수,1300
서울특별시,종로구,청운효자동,청운효자동제3투,더불어민주당 이재명,481
서울특별시,종로구,청운효자동,청운효자동제3투,국민의힘 김문수,673
서울특별시,종로구,청운효자동,청운효자동제3투,개혁신당 이준석,96
서울특별시,종로구,청운효자동,청운효자동제3투,민주노동당 권영국,33
서울특별시,종로구,청운효자동,청운효자동제3투,무소속 송진호,3
서울특별시,종로구,청운효자동,청운효자동제3투,무효 투표수,14
서울특별시,종로구,청운효자동,청운효자동제3투,기권자수,552
서울특별시,종로구,사직동,관내사전투표,선거인수,1769
서울특별시,종로구,사직동,관내사전투표,투표수,1769
서울특별시,종로구,사직동,관내사전투표,더불어민주당 이재명,1057
서울특별시,종로구,사직동,관내사전투표,국민의힘 김문수,492
서울특별시,종로구,사직동,관내사전투표,개혁신당 이준석,160
서울특별시,종로구,사직동,관내사전투표,민주노동당 권영국,47
서울특별시,종로구,사직동,관내사전투표,무소속 송진호,2
서울특별시,종로구,사직동,관내사전투표,무효 투표수,11
서울특별시,종로구,사직동,관내사전투표,기권자수,0
서울특별시,종로구,사직동,사직동제1투,선거인수,1546
서울특별시,종로구,사직동,사직동제1투,투표수,1053
서울특별시,종로구,사직동,사직동제1투,더불어민주당 이재명,357
서울특별시,종로구,사직동,사직동제1투,국민의힘 김문수,577
서울특별시,종로구,사직동,사직동제1투,개혁신당 이준석,84
서울특별시,종로구,사직동,사직동제1투,민주노동당 권영국,22
서울특별시,종로구,사직동,사직동제1투,무소속 송진호,4
서울특별시,종로구,사직동,사직동제1투,무효 투표수,9
서울특별시,종로구,사직동,사직동제1투,기권자수,493
서울특별시,종로구,사직동,사직동제2투,선거인수,3622
서울특별시,종로구,사직동,사직동제2투,투표수,2340
서울특별시,종로구,사직동,사직동제2투,더불어민주당 이재명,516
서울특별시,종로구,사직동,사직동제2투,국민의힘 김문수,1569
서울특별시,종로구,사직동,사직동제2투,개혁신당 이준석,186
서울특별시,종로구,사직동,사직동제2투,민주노동당 권영국,45
서울특별시,종로구,사직동,사직동제2투,무소속 송진호,1
서울특별시,종로구,사직동,사직동제2투,무효 투표수,23
서울특별시,종로구,사직동,사직동제2투,기권자수,1282
서울특별시,종로구,삼청동,관내사전투표,선거인수,539
서울특별시,종로구,삼청동,관내사전투표,투표수,539
서울특별시,종로구,삼청동,관내사전투표,더불어민주당 이재명,325
서울특별시,종로구,삼청동,관내사전투표,국민의힘 김문수,148
서울특별시,종로구,삼청동,관내사전투표,개혁신당 이준석,49
서울특별시,종로구,삼청동,관내사전투표,민주노동당 권영국,14
서울특별시,종로구,삼청동,관내사전투표,무소속 송진호,1
서울특별시,종로구,삼청동,관내사전투표,무효 투표수,2
서울특별시,종로구,삼청동,관내사전투표,기권자수,0
서울특별시,종로구,삼청동,삼청동투표소,선거인수,1180
서울특별시,종로구,삼청동,삼청동투표소,투표수,750
서울특별시,종로구,삼청동,삼청동투표소,더불어민주당 이재명,222
서울특별시,종로구,삼청동,삼청동투표소,국민의힘 김문수,463
서울특별시,종로구,삼청동,삼청동투표소,개혁신당 이준석,47
서울특별시,종로구,삼청동,삼청동투표소,민주노동당 권영국,14
서울특별시,종로구,삼청동,삼청동투표소,무소속 송진호,0
서울특별시,종로구,삼청동,삼청동투표소,무효 투표수,4
서울특별시,종로구,삼청동,삼청동투표소,기권자수,430
서울특별시,종로구,부암동,관내사전투표,선거인수,1834
서울특별시,종로구,부암동,관내사전투표,투표수,1833
서울특별시,종로구,부암동,관내사전투표,더불어민주당 이재명,1262
서울특별시,종로구,부암동,관내사전투표,국민의힘 김문수,440
서울특별시,종로구,부암동,관내사전투표,개혁신당 이준석,95
서울특별시,종로구,부암동,관내사전투표,민주노동당 권영국,27
서울특별시,종로구,부암동,관내사전투표,무소속 송진호,0
서울특별시,종로구,부암동,관내사전투표,무효 투표수,9
서울특별시,종로구,부암동,관내사전투표,기권자수,1
서울특별시,종로구,부암동,부암동제1투,선거인수,1452
서울특별시,종로구,부암동,부암동제1투,투표수,942
서울특별시,종로구,부암동,부암동제1투,더불어민주당 이재명,300
서울특별시,종로구,부암동,부암동제1투,국민의힘 김문수,558
서울특별시,종로구,부암동,부암동제1투,개혁신당 이준석,60
서울특별시,종로구,부암동,부암동제1투,민주노동당 권영국,13
서울특별시,종로구,부암동,부암동제1투,무소속 송진호,0
서울특별시,종로구,부암동,부암동제1투,무효 투표수,11
서울특별시,종로구,부암동,부암동제1투,기권자수,510
서울특별시,종로구,부암동,부암동제2투,선거인수,1753
서울특별시,종로구,부암동,부암동제2투,투표수,1240
서울특별시,종로구,부암동,부암동제2투,더불어민주당 이재명,496
서울특별시,종로구,부암동,부암동제2투,국민의힘 김문수,641
서울특별시,종로구,부암동,부암동제2투,개혁신당 이준석,76
서울특별시,종로구,부암동,부암동제2투,민주노동당 권영국,19
서울특별시,종로구,부암동,부암동제2투,무소속 송진호,0
서울특별시,종로구,부암동,부암동제2투,무효 투표수,8
서울특별시,종로구,부암동,부암동제2투,기권자수,513
서울특별시,종로구,부암동,부암동제3투,선거인수,1755
서울특별시,종로구,부암동,부암동제3투,투표수,1189
서울특별시,종로구,부암동,부암동제3투,더불어민주당 이재명,371
서울특별시,종로구,부암동,부암동제3투,국민의힘 김문수,697
서울특별시,종로구,부암동,부암동제3투,개혁신당 이준석,80
서울특별시,종로구,부암동,부암동제3투,민주노동당 권영국,34
서울특별시,종로구,부암동,부암동제3투,무소속 송진호,0
서울특별시,종로구,부암동,부암동제3투,무효 투표수,7
서울특별시,종로구,부암동,부암동제3투,기권자수,566
서울특별시,종로구,평창동,관내사전투표,선거인수,3035
서울특별시,종로구,평창동,관내사전투표,투표수,3035
서울특별시,종로구,평창동,관내사전투표,더불어민주당 이재명,1922
서울특별시,종로구,평창동,관내사전투표,국민의힘 김문수,876
서울특별시,종로구,평창동,관내사전투표,개혁신당 이준석,169
서울특별시,종로구,평창동,관내사전투표,민주노동당 권영국,44
서울특별시,종로구,평창동,관내사전투표,무소속 송진호,2
서울특별시,종로구,평창동,관내사전투표,무효 투표수,22
서울특별시,종로구,평창동,관내사전투표,기권자수,0
서울특별시,종로구,평창동,평창동제1투,선거인수,1980
서울특별시,종로구,평창동,평창동제1투,투표수,1281
서울특별시,종로구,평창동,평창동제1투,더불어민주당 이재명,341
서울특별시,종로구,평창동,평창동제1투,국민의힘 김문수,820
서울특별시,종로구,평창동,평창동제1투,개혁신당 이준석,90
서울특별시,종로구,평창동,평창동제1투,민주노동당 권영국,24
서울특별시,종로구,평창동,평창동제1투,무소속 송진호,1
서울특별시,종로구,평창동,평창동제1투,무효 투표수,5
서울특별시,종로구,평창동,평창동제1투,기권자수,699
서울특별시,종로구,평창동,평창동제2투,선거인수,2897
서울특별시,종로구,평창동,평창동제2투,투표수,1939
서울특별시,종로구,평창동,평창동제2투,더불어민주당 이재명,389
서울특별시,종로구,평창동,평창동제2투,국민의힘 김문수,1396
서울특별시,종로구,평창동,평창동제2투,개혁신당 이준석,118
서울특별시,종로구,평창동,평창동제2투,민주노동당 권영국,22
서울특별시,종로구,평창동,평창동제2투,무소속 송진호,2
서울특별시,종로구,평창동,평창동제2투,무효 투표수,12
서울특별시,종로구,평창동,평창동제2투,기권자수,958
서울특별시,종로구,평창동,평창동제3투,선거인수,1714
서울특별시,종로구,평창동,평창동제3투,투표수,1226
서울특별시,종로구,평창동,평창동제3투,더불어민주당 이재명,373
서울특별시,종로구,평창동,평창동제3투,국민의힘 김문수,737
서울특별시,종로구,평창동,평창동제3투,개혁신당 이준석,85
서울특별시,종로구,평창동,평창동제3투,민주노동당 권영국,26
서울특별시,종로구,평창동,평창동제3투,무소속 송진호,0
서울특별시,종로구,평창동,평창동제3투,무효 투표수,5
서울특별시,종로구,평창동,평창동제3투,기권자수,488
서울특별시,종로구,평창동,평창동제4투,선거인수,1620
서울특별시,종로구,평창동,평창동제4투,투표수,1145
서울특별시,종로구,평창동,평창동제4투,더불어민주당 이재명,398
서울특별시,종로구,평창동,평창동제4투,국민의힘 김문수,624
서울특별시,종로구,평창동,평창동제4투,개혁신당 이준석,92
서울특별시,종로구,평창동,평창동제4투,민주노동당 권영국,19
서울특별시,종로구,평창동,평창동제4투,무소속 송진호,1
서울특별시,종로구,평창동,평창동제4투,무효 투표수,11
서울특별시,종로구,평창동,평창동제4투,기권자수,475
서울특별시,종로구,평창동,평창동제5투,선거인수,1679
서울특별시,종로구,평창동,평창동제5투,투표수,1162
서울특별시,종로구,평창동,평창동제5투,더불어민주당 이재명,297
서울특별시,종로구,평창동,평창동제5투,국민의힘 김문수,770
서울특별시,종로구,평창동,평창동제5투,개혁신당 이준석,70
서울특별시,종로구,평창동,평창동제5투,민주노동당 권영국,19
서울특별시,종로구,평창동,평창동제5투,무소속 송진호,1
서울특별시,종로구,평창동,평창동제5투,무효 투표수,5
서울특별시,종로구,평창동,평창동제5투,기권자수,517
서울특별시,종로구,무악동,관내사전투표,선거인수,2006
서울특별시,종로구,무악동,관내사전투표,투표수,2006
서울특별시,종로구,무악동,관내사전투표,더불어민주당 이재명,1300
서울특별시,종로구,무악동,관내사전투표,국민의힘 김문수,486
서울특별시,종로구,무악동,관내사전투표,개혁신당 이준석,181
서울특별시,종로구,무악동,관내사전투표,민주노동당 권영국,31
서울특별시,종로구,무악동,관내사전투표,무소속 송진호,1
서울특별시,종로구,무악동,관내사전투표,무효 투표수,7
서울특별시,종로구,무악동,관내사전투표,기권자수,0
서울특별시,종로구,무악동,무악동제1투,선거인수,1679
서울특별시,종로구,무악동,무악동제1투,투표수,1272
서울특별시,종로구,무악동,무악동제1투,더불어민주당 이재명,416
서울특별시,종로구,무악동,무악동제1투,국민의힘 김문수,690
서울특별시,종로구,무악동,무악동제1투,개혁신당 이준석,123
서울특별시,종로구,무악동,무악동제1투,민주노동당 권영국,28
서울특별시,종로구,무악동,무악동제1투,무소속 송진호,2
서울특별시,종로구,무악동,무악동제1투,무효 투표수,13
서울특별시,종로구,무악동,무악동제1투,기권자수,407
서울특별시,종로구,무악동,무악동제2투,선거인수,2175
서울특별시,종로구,무악동,무악동제2투,투표수,1548
서울특별시,종로구,무악동,무악동제2투,더불어민주당 이재명,517
서울특별시,종로구,무악동,무악동제2투,국민의힘 김문수,860
서울특별시,종로구,무악동,무악동제2투,개혁신당 이준석,117
서울특별시,종로구,무악동,무악동제2투,민주노동당 권영국,38
서울특별시,종로구,무악동,무악동제2투,무소속 송진호,0
서울특별시,종로구,무악동,무악동제2투,무효 투표수,16
서울특별시,종로구,무악동,무악동제2투,기권자수,627
서울특별시,종로구,교남동,관내사전투표,선거인수,2195
서울특별시,종로구,교남동,관내사전투표,투표수,2195
서울특별시,종로구,교남동,관내사전투표,더불어민주당 이재명,1438
서울특별시,종로구,교남동,관내사전투표,국민의힘 김문수,534
서울특별시,종로구,교남동,관내사전투표,개혁신당 이준석,165
서울특별시,종로구,교남동,관내사전투표,민주노동당 권영국,43
서울특별시,종로구,교남동,관내사전투표,무소속 송진호,0
서울특별시,종로구,교남동,관내사전투표,무효 투표수,15
서울특별시,종로구,교남동,관내사전투표,기권자수,0
서울특별시,종로구,교남동,교남동제1투,선거인수,1348
서울특별시,종로구,교남동,교남동제1투,투표수,852
서울특별시,종로구,교남동,교남동제1투,더불어민주당 이재명,331
서울특별시,종로구,교남동,교남동제1투,국민의힘 김문수,442
서울특별시,종로구,교남동,교남동제1투,개혁신당 이준석,54
서울특별시,종로구,교남동,교남동제1투,민주노동당 권영국,15
서울특별시,종로구,교남동,교남동제1투,무소속 송진호,2
서울특별시,종로구,교남동,교남동제1투,무효 투표수,8
서울특별시,종로구,교남동,교남동제1투,기권자수,496
서울특별시,종로구,교남동,교남동제2투,선거인수,1226
서울특별시,종로구,교남동,교남동제2투,투표수,820
서울특별시,종로구,교남동,교남동제2투,더불어민주당 이재명,252
서울특별시,종로구,교남동,교남동제2투,국민의힘 김문수,472
서울특별시,종로구,교남동,교남동제2투,개혁신당 이준석,73
서울특별시,종로구,교남동,교남동제2투,민주노동당 권영국,16
서울특별시,종로구,교남동,교남동제2투,무소속 송진호,0
서울특별시,종로구,교남동,교남동제2투,무효 투표수,7
서울특별시,종로구,교남동,교남동제2투,기권자수,406
서울특별시,종로구,교남동,교남동제3투,선거인수,2568
서울특별시,종로구,교남동,교남동제3투,투표수,2024
서울특별시,종로구,교남동,교남동제3투,더불어민주당 이재명,564
서울특별시,종로구,교남동,교남동제3투,국민의힘 김문수,1166
서울특별시,종로구,교남동,교남동제3투,개혁신당 이준석,252
서울특별시,종로구,교남동,교남동제3투,민주노동당 권영국,29
서울특별시,종로구,교남동,교남동제3투,무소속 송진호,2
서울특별시,종로구,교남동,교남동제3투,무효 투표수,11
서울특별시,종로구,교남동,교남동제3투,기권자수,544
서울특별시,종로구,가회동,관내사전투표,선거인수,1288
서울특별시,종로구,가회동,관내사전투표,투표수,1288
서울특별시,종로구,가회동,관내사전투표,더불어민주당 이재명,900
서울특별시,종로구,가회동,관내사전투표,국민의힘 김문수,267
서울특별시,종로구,가회동,관내사전투표,개혁신당 이준석,89
서울특별시,종로구,가회동,관내사전투표,민주노동당 권영국,22
서울특별시,종로구,가회동,관내사전투표,무소속 송진호,2
서울특별시,종로구,가회동,관내사전투표,무효 투표수,8
서울특별시,종로구,가회동,관내사전투표,기권자수,0
서울특별시,종로구,가회동,가회동투표소,선거인수,1957
서울특별시,종로구,가회동,가회동투표소,투표수,1209
서울특별시,종로구,가회동,가회동투표소,더불어민주당 이재명,387
서울특별시,종로구,가회동,가회동투표소,국민의힘 김문수,699
서울특별시,종로구,가회동,가회동투표소,개혁신당 이준석,73
서울특별시,종로구,가회동,가회동투표소,민주노동당 권영국,35
서울특별시,종로구,가회동,가회동투표소,무소속 송진호,4
서울특별시,종로구,가회동,가회동투표소,무효 투표수,11
서울특별시,종로구,가회동,가회동투표소,기권자수,748
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,선거인수,1589
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,투표수,1589
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,더불어민주당 이재명,998
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,국민의힘 김문수,446
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,개혁신당 이준석,120
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,민주노동당 권영국,16
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,무소속 송진호,1
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,무효 투표수,8
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,기권자수,0
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,선거인수,1739
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,투표수,939
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,더불어민주당 이재명,252
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,국민의힘 김문수,581
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,개혁신당 이준석,92
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,민주노동당 권영국,8
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,무소속 송진호,1
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,무효 투표수,5
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,기권자수,800
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,선거인수,2224
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,투표수,1237
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,더불어민주당 이재명,356
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,국민의힘 김문수,748
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,개혁신당 이준석,108
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,민주노동당 권영국,17
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,무소속 송진호,1
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,무효 투표수,7
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,기권자수,987
서울특별시,종로구,종로5·6가동,관내사전투표,선거인수,1253
서울특별시,종로구,종로5·6가동,관내사전투표,투표수,1253
서울특별시,종로구,종로5·6가동,관내사전투표,더불어민주당 이재명,788
서울특별시,종로구,종로5·6가동,관내사전투표,국민의힘 김문수,330
서울특별시,종로구,종로5·6가동,관내사전투표,개혁신당 이준석,114
서울특별시,종로구,종로5·6가동,관내사전투표,민주노동당 권영국,13
서울특별시,종로구,종로5·6가동,관내사전투표,무소속 송진호,1
서울특별시,종로구,종로5·6가동,관내사전투표,무효 투표수,7
서울특별시,종로구,종로5·6가동,관내사전투표,기권자수,0
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,선거인수,1790
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,투표수,1099
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,더불어민주당 이재명,348
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,국민의힘 김문수,546
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,개혁신당 이준석,172
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,민주노동당 권영국,22
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,무소속 송진호,3
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,무효 투표수,8
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,기권자수,691
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,선거인수,1170
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,투표수,687
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,더불어민주당 이재명,225
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,국민의힘 김문수,402
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,개혁신당 이준석,48
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,민주노동당 권영국,6
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,무소속 송진호,1
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,무효 투표수,5
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,기권자수,483
서울특별시,종로구,이화동,관내사전투표,선거인수,2273
서울특별시,종로구,이화동,관내사전투표,투표수,2273
서울특별시,종로구,이화동,관내사전투표,더불어민주당 이재명,1423
서울특별시,종로구,이화동,관내사전투표,국민의힘 김문수,524
서울특별시,종로구,이화동,관내사전투표,개혁신당 이준석,265
서울특별시,종로구,이화동,관내사전투표,민주노동당 권영국,43
서울특별시,종로구,이화동,관내사전투표,무소속 송진호,1
서울특별시,종로구,이화동,관내사전투표,무효 투표수,17
서울특별시,종로구,이화동,관내사전투표,기권자수,0
서울특별시,종로구,이화동,이화동제1투,선거인수,1977
서울특별시,종로구,이화동,이화동제1투,투표수,1319
서울특별시,종로구,이화동,이화동제1투,더불어민주당 이재명,489
서울특별시,종로구,이화동,이화동제1투,국민의힘 김문수,647
서울특별시,종로구,이화동,이화동제1투,개혁신당 이준석,144
서울특별시,종로구,이화동,이화동제1투,민주노동당 권영국,26
서울특별시,종로구,이화동,이화동제1투,무소속 송진호,2
서울특별시,종로구,이화동,이화동제1투,무효 투표수,11
서울특별시,종로구,이화동,이화동제1투,기권자수,658
서울특별시,종로구,이화동,이화동제2투,선거인수,1891
서울특별시,종로구,이화동,이화동제2투,투표수,1241
서울특별시,종로구,이화동,이화동제2투,더불어민주당 이재명,411
서울특별시,종로구,이화동,이화동제2투,국민의힘 김문수,642
서울특별시,종로구,이화동,이화동제2투,개혁신당 이준석,148
서울특별시,종로구,이화동,이화동제2투,민주노동당 권영국,19
서울특별시,종로구,이화동,이화동제2투,무소속 송진호,3
서울특별시,종로구,이화동,이화동제2투,무효 투표수,18
서울특별시,종로구,이화동,이화동제2투,기권자수,650
서울특별시,종로구,혜화동,관내사전투표,선거인수,4304
서울특별시,종로구,혜화동,관내사전투표,투표수,4304
서울특별시,종로구,혜화동,관내사전투표,더불어민주당 이재명,2667
서울특별시,종로구,혜화동,관내사전투표,국민의힘 김문수,866
서울특별시,종로구,혜화동,관내사전투표,개혁신당 이준석,606
서울특별시,종로구,혜화동,관내사전투표,민주노동당 권영국,115
서울특별시,종로구,혜화동,관내사전투표,무소속 송진호,1
서울특별시,종로구,혜화동,관내사전투표,무효 투표수,49
서울특별시,종로구,혜화동,관내사전투표,기권자수,0
서울특별시,종로구,혜화동,혜화동제1투,선거인수,2035
서울특별시,종로구,혜화동,혜화동제1투,투표수,1391
서울특별시,종로구,혜화동,혜화동제1투,더불어민주당 이재명,495
서울특별시,종로구,혜화동,혜화동제1투,국민의힘 김문수,707
서울특별시,종로구,혜화동,혜화동제1투,개혁신당 이준석,143
서울특별시,종로구,혜화동,혜화동제1투,민주노동당 권영국,30
서울특별시,종로구,혜화동,혜화동제1투,무소속 송진호,1
서울특별시,종로구,혜화동,혜화동제1투,무효 투표수,15
서울특별시,종로구,혜화동,혜화동제1투,기권자수,644
서울특별시,종로구,혜화동,혜화동제2투,선거인수,2018
서울특별시,종로구,혜화동,혜화동제2투,투표수,1350
서울특별시,종로구,혜화동,혜화동제2투,더불어민주당 이재명,425
서울특별시,종로구,혜화동,혜화동제2투,국민의힘 김문수,715
서울특별시,종로구,혜화동,혜화동제2투,개혁신당 이준석,169
서울특별시,종로구,혜화동,혜화동제2투,민주노동당 권영국,28
서울특별시,종로구,혜화동,혜화동제2투,무소속 송진호,2
서울특별시,종로구,혜화동,혜화동제2투,무효 투표수,11
서울특별시,종로구,혜화동,혜화동제2투,기권자수,668
서울특별시,종로구,혜화동,혜화동제3투,선거인수,1835
서울특별시,종로구,혜화동,혜화동제3투,투표수,1222
서울특별시,종로구,혜화동,혜화동제3투,더불어민주당 이재명,346
서울특별시,종로구,혜화동,혜화동제3투,국민의힘 김문수,655
서울특별시,종로구,혜화동,혜화동제3투,개혁신당 이준석,180
서울특별시,종로구,혜화동,혜화동제3투,민주노동당 권영국,26
서울특별시,종로구,혜화동,혜화동제3투,무소속 송진호,0
서울특별시,종로구,혜화동,혜화동제3투,무효 투표수,15
서울특별시,종로구,혜화동,혜화동제3투,기권자수,613
서울특별시,종로구,혜화동,혜화동제4투,선거인수,1430
서울특별시,종로구,혜화동,혜화동제4투,투표수,962
서울특별시,종로구,혜화동,혜화동제4투,더불어민주당 이재명,306
서울특별시,종로구,혜화동,혜화동제4투,국민의힘 김문수,477
서울특별시,종로구,혜화동,혜화동제4투,개혁신당 이준석,152
서울특별시,종로구,혜화동,혜화동제4투,민주노동당 권영국,14
서울특별시,종로구,혜화동,혜화동제4투,무소속 송진호,0
서울특별시,종로구,혜화동,혜화동제4투,무효 투표수,13
서울특별시,종로구,혜화동,혜화동제4투,기권자수,468
서울특별시,종로구,혜화동,혜화동제5투,선거인수,1263
서울특별시,종로구,혜화동,혜화동제5투,투표수,821
서울특별시,종로구,혜화동,혜화동제5투,더불어민주당 이재명,299
서울특별시,종로구,혜화동,혜화동제5투,국민의힘 김문수,387
서울특별시,종로구,혜화동,혜화동제5투,개혁신당 이준석,104
서울특별시,종로구,혜화동,혜화동제5투,민주노동당 권영국,20
서울특별시,종로구,혜화동,혜화동제5투,무소속 송진호,2
서울특별시,종로구,혜화동,혜화동제5투,무효 투표수,9
서울특별시,종로구,혜화동,혜화동제5투,기권자수,442
서울특별시,종로구,창신제1동,관내사전투표,선거인수,2107
서울특별시,종로구,창신제1동,관내사전투표,투표수,2107
서울특별시,종로구,창신제1동,관내사전투표,더불어민주당 이재명,1437
서울특별시,종로구,창신제1동,관내사전투표,국민의힘 김문수,474
서울특별시,종로구,창신제1동,관내사전투표,개혁신당 이준석,152
서울특별시,종로구,창신제1동,관내사전투표,민주노동당 권영국,30
서울특별시,종로구,창신제1동,관내사전투표,무소속 송진호,1
서울특별시,종로구,창신제1동,관내사전투표,무효 투표수,13
서울특별시,종로구,창신제1동,관내사전투표,기권자수,0
서울특별시,종로구,창신제1동,창신제1동제1투,선거인수,663
서울특별시,종로구,창신제1동,창신제1동제1투,투표수,323
서울특별시,종로구,창신제1동,창신제1동제1투,더불어민주당 이재명,125
